Dloss,Gloss
0.10764557868242264,0.2527451515197754
3.0948424339294434,7.667236804962158
0.051491498947143555,-1.0736197233200073
-0.2708371579647064,-0.2605927586555481
-0.3197285830974579,-0.412302702665329
0.19604447484016418,0.27853167057037354
-0.1699209213256836,-0.6762939691543579
0.295897513628006,-0.13756781816482544
0.2310132086277008,0.11590632051229477
-0.2818918526172638,-0.19739270210266113
-0.06699249148368835,-0.07518155872821808
-0.05815812945365906,0.2689640522003174
0.21294105052947998,0.18553495407104492
0.13851362466812134,0.04508340358734131
-0.1778826266527176,-0.1341116726398468
-0.16753458976745605,-0.5051759481430054
0.0007916055619716644,-0.07418615370988846
0.08318400382995605,-0.5843890905380249
0.12835335731506348,-0.24580979347229004
0.013220235705375671,-0.279770165681839
-0.027072802186012268,-0.11079815030097961
0.0025925785303115845,0.2041691243648529
0.08622762560844421,-0.22533074021339417
0.027905762195587158,0.018448159098625183
0.02661117911338806,-0.22701460123062134
0.01107245683670044,-0.5910435914993286
0.07235603034496307,0.23887072503566742
-0.009167373180389404,-0.6510264873504639
0.10689347982406616,-0.3072630763053894
0.3464685380458832,0.19566801190376282
0.14135408401489258,-0.37463241815567017
0.32067373394966125,0.609541654586792
0.6186793446540833,-0.317325621843338
0.7170827388763428,-0.46836286783218384
0.2684699296951294,-0.9020946621894836
0.277654767036438,-1.3676064014434814
0.4328279495239258,-1.4968063831329346
0.7849183082580566,-1.3070201873779297
0.9302199482917786,-0.9018900990486145
0.7979418039321899,-1.172978162765503
3.0161120891571045,-0.6306774616241455
3.091569185256958,0.5783344507217407
4.321587562561035,-2.186955690383911
4.83176851272583,-3.6868560314178467
2.0402393341064453,-2.640907049179077
5.679595470428467,-0.05371314287185669
5.748836040496826,2.5802407264709473
3.921743154525757,-0.050211235880851746
6.3307905197143555,3.589576244354248
7.012133598327637,-1.9398387670516968
8.057092666625977,5.8062825202941895
6.191048622131348,3.534820079803467
10.394356727600098,8.615415573120117
10.444016456604004,0.5411224365234375
0.34743839502334595,1.3715598583221436
3.656801223754883,12.606430053710938
12.198115348815918,-3.540560245513916
12.389640808105469,22.308605194091797
4.544223785400391,3.2787129878997803
13.046915054321289,-8.490291595458984
11.941394805908203,16.130355834960938
15.124484062194824,6.960745811462402
11.861526489257812,-3.5741796493530273
10.494209289550781,-4.825676441192627
4.202893257141113,-4.670751571655273
6.527701377868652,1.3047990798950195
12.001707077026367,-2.7176780700683594
10.23893928527832,8.811771392822266
11.111549377441406,1.0332483053207397
8.132028579711914,-4.359189033508301
8.392051696777344,2.981321334838867
16.656417846679688,10.950523376464844
22.731239318847656,11.294411659240723
11.997847557067871,-9.160379409790039
23.85336685180664,10.584343910217285
15.89684009552002,-3.5560059547424316
20.410320281982422,-0.46053317189216614
21.340728759765625,-8.655569076538086
8.606766700744629,15.996294021606445
2.5362167358398438,-6.950275421142578
6.726574420928955,-8.950538635253906
31.0004825592041,35.452369689941406
23.068645477294922,-20.891490936279297
25.721435546875,20.745380401611328
20.281850814819336,-16.943655014038086
16.28893280029297,-3.89640474319458
15.741215705871582,-5.390852928161621
20.59752655029297,-5.735572814941406
20.999252319335938,-4.719930648803711
15.279705047607422,-16.40005874633789
18.403648376464844,1.1735081672668457
15.332218170166016,-6.0260396003723145
19.089935302734375,10.649669647216797
29.616981506347656,6.564455986022949
22.322284698486328,-3.3213443756103516
21.68914031982422,-3.213036298751831
30.917072296142578,-9.570897102355957
29.300600051879883,2.373744487762451
23.062946319580078,-5.599525451660156
19.64333724975586,-4.636388778686523
23.475605010986328,-7.74704122543335
27.0366153717041,-1.7684600353240967
16.719772338867188,-5.620298385620117
36.913490295410156,8.533214569091797
24.947647094726562,-2.3408665657043457
43.097023010253906,12.311803817749023
8.329154968261719,-29.943279266357422
25.054168701171875,-21.334487915039062
24.76668357849121,6.684774875640869
23.706958770751953,6.275947570800781
30.027626037597656,-7.480202674865723
27.738750457763672,-9.988728523254395
26.932186126708984,-8.697122573852539
33.14597702026367,-25.177623748779297
28.103029251098633,-19.325214385986328
32.651039123535156,-17.058006286621094
32.475502014160156,-21.10838508605957
